step,vehicle_count,speed,co2_emission
677,72,8.246401335150672,2596.5882933778703
678,73,7.984520793491317,2594.9226297727528
679,73,8.209249145598319,2860.260801349619
680,71,8.181255557596034,2941.418787443484
681,72,7.998487471247403,2413.573573938438
682,72,8.27716049140651,3154.129271040916
683,72,8.497019681901461,3096.1701821489232
684,73,8.637119762430189,2784.3504826202175
685,73,8.600097186534809,2624.194040779688
686,73,8.68847234477785,3052.791063821222
687,74,8.871961441211244,3132.287525230631
688,74,9.363490610909896,3242.2331900937293
689,74,9.466468090934967,3356.6546796679277
690,75,9.74937742331515,3843.829063107184
691,75,10.233732584800718,4407.750590279479
692,74,10.590469049019932,4165.334559719947
693,75,10.350338424387903,3553.408813419946
694,74,10.626961600477486,4060.0900042971384
695,74,10.739414193047155,3813.514932741165
696,75,10.705039491321253,3793.4586271042454
697,75,10.541519785440762,3274.6178567800625
698,75,10.231391386953197,3089.390868717864
699,76,10.045862198067546,2889.2261208049526
700,76,9.668234173813673,2961.994838492465
701,76,9.57259729213664,3037.919455952882
702,77,9.319291939875272,2958.7529340017504
703,77,9.3448383380573,3136.5081010658246
704,76,9.28896274917915,2784.4780317754094
705,77,8.913233294850212,2597.3851208806777
706,77,9.16525679298817,3326.372627892038
707,77,9.107247475972105,2675.652775590434
708,77,8.877516113925571,2798.948810379128
709,77,8.844075739159203,2808.702472186114
710,77,9.115112744078697,3425.114342635756
711,78,9.050799634270053,3004.4422354186713
712,78,9.145427143320868,3033.097675083075
713,78,9.233216923974544,3196.402542601415
714,77,9.274677128402962,3284.4926245558454
715,77,9.455909873684666,3033.5815615748124
716,77,9.701874016291354,3167.6797658249266
717,77,9.639211728385554,2936.874449650325
718,77,9.615734923768978,2881.022039616346
719,77,9.301381945924552,3033.3954466262066
720,78,8.957225799169398,3054.2124401363503
721,78,9.076017347436773,3179.236445266362
722,77,9.026239016671976,2971.058072081897
723,78,8.9766205238098,3266.1421549760926
724,78,8.928845636686402,3070.2506235865053
725,78,9.019950613754178,3076.9320031825414
726,79,9.132220640404414,3585.7457044029
727,79,9.256519254514304,3061.4591974155064
728,78,9.314514526480862,3131.0495247023787
729,79,9.209350183741575,2800.9876873818434
730,79,9.328988013764878,2969.3723371049455
731,79,9.3888618385346,3045.4639150091502
732,79,9.295774644875952,3424.6135035104
733,79,9.053358394115623,2837.0261538572167
734,79,9.090869277061907,3203.604589635642
735,79,9.041727766057468,2761.5536539498958
736,78,9.056167750671284,3190.7161558357234
737,77,9.192623997284233,3524.5042750081752
738,77,8.862014685197664,2768.658462007416
739,77,8.771573539522757,2746.558854357001
740,77,8.642519684694767,2677.8448819039077
741,78,8.217794986241296,2442.3045444205645
742,78,8.110318647346608,2613.063654829055
743,78,8.13815415451672,2706.444329952535
744,79,8.0430853130886,2871.0700397475593
745,79,7.8949757996206245,2835.3548905305465
746,79,7.617733238895846,2651.1376438723055
747,79,7.2801853531525005,2807.373486451399
748,78,7.698954765177636,3303.6653343904295
749,78,7.874073889966773,3030.0509450099617
750,79,7.883989486338689,2780.4680489675243
751,77,8.0275224048189,2987.3532660548904
752,77,8.13896111689857,2635.8479473994485
753,76,7.868668908436217,2716.5447161570914
754,76,7.862290954910304,2584.18946207186
755,76,7.892613464988858,2456.0795121831597
756,77,7.622789216337093,2610.299790788358
757,77,7.409996826489407,2665.3469144241617
758,77,7.349959886200624,2576.7801670483136
759,77,7.126688133032787,2465.512262903479
760,77,6.970714741490247,2815.831125635439
761,76,7.10610240286648,3028.8084088314954
762,76,6.829892762830486,2688.7960437833963
763,75,6.921126243375905,2857.4356024940407
764,75,7.143416499765979,2866.883677693878
765,76,7.267941763112964,3103.079297410201
766,76,7.527224953627611,2623.6164892230427
767,76,7.4033549211327845,2558.374381591948
768,76,7.050108292285756,2407.609979050303
769,75,7.015554335722514,2263.27662057978
770,75,6.8761628786152915,2372.1624948084304
771,76,6.887534942922711,2771.71406668998
772,76,7.264892882411743,3298.6714577526473
773,76,7.548325982576024,3269.700776566462
774,77,7.758450900020025,2965.804103623778
775,77,8.237240515968818,3490.107437256259
776,77,8.560243971439123,3188.3392129855247
777,78,8.807341316863619,3296.5687339465508
778,78,9.038648646339519,3267.5403825919425
779,78,9.36425364388573,3655.456310275175
780,79,9.436632115217213,3388.173638956826
781,78,9.811189508868592,3982.099210896145
782,78,10.071908903815793,3461.775163167669
783,79,10.017792354780996,3241.601350690971
784,79,9.93571891472798,2835.3122543892487
785,79,10.032577377835741,3532.7621220551177
786,79,9.712694872268788,3165.4446693851673
787,79,9.943448549404023,3732.8319508035247
788,79,10.055020926208751,3639.8286442291965
789,79,9.893430311981318,3314.5383570513154
790,79,9.612753280641048,2770.9192077280495
791,79,9.34521409865683,2896.7377669017865
792,79,8.945686158599463,2725.6848126245677
793,79,9.022467935309365,2856.783219884625
794,79,9.252000132463202,3133.4267516476007
795,79,9.41092392106802,3379.0778142848785
796,78,9.530447122880789,3471.696090077321
797,77,9.593625191417159,3391.2019843669086
798,78,9.522182129862072,3225.190740835324
799,78,9.588964576820247,2730.6763896252824
800,78,9.528193351825138,2943.0833056518177
801,78,9.221468177662619,3362.5274240492427
802,77,9.283760439631106,3153.1450194972613
803,77,9.41498725321461,3142.64400073331
804,78,9.34199749460112,3211.58088166078
805,78,9.237932241461905,3200.07559898301
806,78,9.223027740964287,3367.6276712633567
807,79,9.261828186882886,3293.1591059284915
808,79,9.47279064813506,3205.112581778925
809,79,9.405590343806196,3182.4505577315563
810,80,9.21643056199945,3017.9771094910902
811,79,9.136569691069505,2853.1083718326586
812,79,8.899189702494189,2697.4073496507344
813,80,8.683929957664706,2697.7573769361325
814,79,8.557133287452356,3009.3070750219244
815,78,8.32555713119511,2934.4334628427164
816,77,7.914307394204979,3134.597501339172
817,76,7.706971904665089,2476.3247372951496
818,76,7.462517708817661,2345.1778800941406
819,77,7.117939586072324,2304.5602302623793
820,77,7.1664876849672465,2728.108216737686
821,75,7.37579904499002,2986.61031851952
822,76,7.4791399728651715,3196.673136380395
823,75,7.529831947717894,3134.385223459631
824,74,7.530442641980073,2729.3764227592824
825,75,7.474397797075413,2867.535325697461
826,75,7.559314596082004,2850.0527528081147
827,75,7.746956090936956,2742.457806781909
828,76,7.644779374745849,2487.708121229961
829,76,7.632050161263629,2700.854988874337
830,76,7.702490694513318,2650.4582317194627
831,76,7.743302798302979,2673.598815097572
832,75,7.84746236718398,2762.9944271684126
833,74,7.999650119381885,2921.3704550873126
834,75,7.988292932678279,2804.228985949868
835,75,8.072693290357586,2633.393080587769
836,74,8.142353221045294,2695.8086094009273
837,75,8.24079505397262,2868.834363052943
838,75,8.429419686900589,2996.1430029198755
839,75,8.336196658543406,2801.158196140868
840,76,8.157308619956464,2725.1887062429723
841,76,8.365272359030653,3107.749769309637
842,76,8.259643074752471,2856.75448215673
843,77,7.906339055957416,2730.9765449296196
844,77,7.575372861448607,2531.5647630189956
845,77,7.422315124586076,2432.8752480810317
846,78,7.032472669087749,2071.5694608265994
847,78,6.921148287036588,2582.7457226011243
848,78,6.88495129395019,2784.044997275831
849,79,6.875737963994089,2400.4908153776173
850,79,7.264713310207983,3109.6337238220153
851,79,7.531495053803063,3007.537093368717
852,80,7.414070124422582,2492.6764627091616
853,79,7.420881039031722,2633.377354552187
854,79,7.572339795649745,3009.404939207726
855,76,7.124082832079057,2661.3766712210686
856,76,7.113805953357962,2705.7936558965866
857,76,7.096762716551257,2919.9576060559543
858,77,7.016952651895689,2911.7047229687873
859,77,7.193285755896742,2615.5332205488176
860,77,7.280320470865628,2642.1367953463405
861,78,7.233428422266577,2956.3441722258653
862,78,7.662063296335948,3277.418549802544
863,78,8.041368671458414,3141.7685285362013
864,79,8.384311796012312,3314.424032369815
865,79,8.776958947336434,3491.336449886449
866,79,9.145648784097784,3761.4679534246416
867,80,9.113777467476142,3450.2250583687796
868,80,9.434273238893718,3230.5787191932327
869,80,9.676342853991235,3103.0821068591513
870,81,9.932268272040545,3578.343220647464
871,81,10.266991258290863,3515.3586223190327
872,81,10.497335702577859,3645.216360857263
873,81,10.435059521532008,3324.958864263753
874,81,10.547463483972383,3435.9781214858426
875,80,10.697740633510048,3041.9501006696346
876,79,10.59312839109804,2895.100062567977
877,79,10.257547504843295,2769.3869327671077
878,79,10.319876761093568,3281.459575716009
879,80,10.218219685235125,3004.667499029154
880,80,10.469339956967644,3440.713862890881
881,81,10.359265583690282,3212.741914999376
882,82,10.695074044315216,4043.697894634774
883,81,10.95219316819401,3601.180719346649
884,81,10.899644643285537,3198.3557674705457
885,81,10.59243167542058,3007.1311935335534
886,81,10.586658015510638,3366.766726769494
887,81,10.579951488779445,3341.104023374551
888,81,10.352063372353637,2832.937301277343
889,81,10.386193348921855,3562.5589090578374
890,81,10.217823042845533,3148.46419524609
891,82,9.957727362274621,3297.2546119437447
892,82,9.828847658074157,3331.6026130681444
893,82,9.936068175363763,3240.432654457538
894,83,9.736097495155054,3110.4209885498058
895,83,9.605277475159134,2914.0255914505665
896,83,9.38590255719635,2753.514455393388
897,84,9.223920235892725,2425.506071361955
898,82,9.162569940467394,2474.0377611127424
899,82,9.047672799855059,2224.2885388287614
900,83,9.250468895591565,3445.4006730129695
901,83,9.335314937036273,2673.758920160834
902,81,9.217395016860298,2905.510521546901
903,82,9.21398630888991,2903.7155426346894
904,80,9.404738939775587,3195.1561384427996
905,80,9.426819283143198,2909.634557610314
906,81,9.157634944223094,2633.397882430325
907,81,9.194700262341152,3092.9917707247737
908,80,9.085170364789368,3018.410122992979
909,81,9.0766141709042,3329.927956806868
910,81,9.007484398930337,2598.4046847083346
911,81,8.528727355607218,2444.1928515552304
912,82,8.066428430714593,2318.4421637127134
913,81,7.55649805269933,2462.8554275027454
914,81,7.472304745275786,2713.9303417985434
915,81,6.920877675517282,2287.2710434011638
916,81,6.84011274905051,2521.225129585286
917,79,6.936383414904405,2605.866851523153
918,80,6.997708407833448,2584.5604567172304
919,79,6.927289709439977,2515.1543893604517
920,79,6.741995742496008,2310.8717570719473
921,80,6.64909608701254,2128.253267715424
922,80,6.730851474936401,2380.750250341275
923,80,6.820504950930177,2433.02818405388
924,81,7.1054492526992465,3097.817972745613
925,81,7.37466796608768,2806.3847118197887
926,81,7.688053046237805,3077.148010502567
927,82,7.924475218484672,3144.6475677354633
928,82,8.248877593446913,3325.773275101297
929,82,8.279447136476268,2918.614064526732
930,83,8.34905226482303,3042.241358565444
931,82,8.248570250698318,2655.1643483178414
932,82,8.241339411607083,2503.907902029098
933,83,7.824959271966333,2159.5823861668337
934,83,7.518049155374113,2141.9505647485703
935,82,7.335841791416432,2522.1604603121805
936,83,6.96151077879373,2425.1996716422045
937,83,6.973428951005162,2476.0104167067193
938,82,6.911236169555232,2619.5465552873093
939,83,7.211250976691731,3039.4413550429813
940,82,7.563330801255419,3366.2575246372826
941,82,8.037142302492226,3514.8509733360575
942,83,8.075347043601669,3238.8187744606394
943,82,7.887066968194554,3103.985550637241
944,81,7.812433345890518,3077.6646159276747
945,82,7.564049233362363,2464.6744425886336
946,82,7.811238764086637,3002.63395074377
947,82,7.8703553137322855,2388.7553598885547
948,82,7.752811813387691,2859.9899926977173
949,82,7.8196074808577105,2865.717666843933
950,80,8.302171952438599,3025.141335927327
951,80,8.205330487881085,2961.7126479127583
952,79,8.378310848999263,3054.863955124687
953,79,8.627202090149785,2978.05670041022
954,80,8.720258456620828,3102.1640262893025
955,80,9.231323413967147,3613.7450716801495
956,80,9.73673740028039,3573.379397689656
957,81,9.916861220906142,3557.7199601957527
958,80,10.175078117926116,3642.701082902352
959,80,10.472795316753354,3679.851153558462
960,79,10.666711444777205,4037.3564978037443
961,79,10.624883785808898,3759.4899821153986
962,79,10.629952867226935,3701.6563858576633
963,80,10.64831720419237,3676.271079643285
964,79,10.827789493880866,3714.2564966558202
965,79,11.086577579438973,4172.883152102396
966,79,11.227030173971864,3422.0814879323625
967,79,11.511066255487732,4268.434809283802
968,79,11.612216527568048,3435.5213650338856
969,80,11.578294796597019,3837.5403617969378
970,78,11.588564838322947,3268.4867788586675
971,78,11.504992817534204,3278.2594475487663
972,77,11.283815981037248,3399.486712427607
973,77,11.419960884451244,3297.8434266403865
974,77,11.340647045888849,2766.2015308132527
975,78,11.187073955570396,2993.2907562915857
976,78,11.076502514525101,2707.345116342319
977,78,10.986288796826681,2946.838641331657
978,79,10.803819215222928,2879.049126649805
979,79,10.787609729846285,3147.738006453316
980,79,10.482335945243674,3071.0950655095935
981,79,9.950429064301995,2568.9340379094715
982,79,9.386043302262177,2705.6587563201615
983,79,9.01068090314922,2703.705699759347
984,80,8.776540028413965,2991.40604646883
985,80,8.846243808581665,3110.287001405157
986,80,9.027951980061102,3179.955217552674
987,81,8.998566006109867,3312.9268647257604
988,81,9.12955760290111,3385.6909392906955
989,81,9.116288476101873,3147.7734249377195
990,81,8.948337658444668,3151.7668257711994
991,81,8.923061289324384,3063.846581090681
992,81,8.97364187723507,3362.9898880134024
993,82,8.87835149409217,2704.8656043267374
994,81,9.163114279467102,3427.1389869602085
995,81,9.512095450652229,3627.7594290940006
996,80,9.56828819072452,3494.627113853357
997,80,9.756018611840087,3492.5539266736387
998,80,9.964626844313226,3626.6248316808756
999,80,9.909939641804172,3485.4560517565287
1000,80,9.821190731798737,3155.5428714596965
1001,79,9.405722705924598,2333.6596857444815
1002,80,8.857078858507634,2247.4562135018127
1003,80,8.467663056514153,1986.4825957573516
1004,80,8.231983099490732,2141.087334003549
1005,79,8.080386953506919,2469.064730244987
1006,79,8.08308587257535,2652.494116703742
1007,78,7.847550791870392,2359.2064700939445
1008,79,7.453658466597615,2173.5277776068597
1009,79,7.220977287605465,2489.7405694709546
1010,79,7.093159891217758,2575.267230108874
1011,79,7.0683285492811,2620.5517187153937
1012,79,7.3072737957347895,2961.2544808819803
1013,77,7.582382361083154,3332.1840434731876
1014,78,7.72243812727092,2987.060640989882
1015,78,7.715373193242801,2789.291465230574
1016,78,7.614548610588215,2511.849885170666
1017,79,7.685538355642695,2676.844218020221
1018,79,7.910582396363225,2908.6920974011173
1019,79,7.905751680648742,2622.494168666292
1020,80,7.566504226715582,2600.7963220330084
1021,79,7.473059674296028,3055.9309307448584
1022,79,7.559702562300389,2977.947624720247
1023,80,7.409570419507934,2580.979441498748
1024,80,7.4967601553349565,2799.8776898180413
1025,79,7.527291494174671,2737.137639156614
1026,80,7.280966210253823,2553.9279695993027
1027,80,7.375480194289773,2791.1822863749812
1028,80,7.1295118974770135,2256.112415373842
1029,81,6.778578159884949,2030.3231449224966
1030,80,6.916007135294038,2717.4607559053766
1031,80,6.96338297973742,2456.2454403534875
1032,81,6.9738415211455855,2691.0307204599453
1033,81,7.006946904690093,2674.3114117031596
1034,81,7.043633866233474,2621.3834696433937
1035,82,7.082334061686527,2780.290599259469
1036,80,6.766612531708975,2768.253894575918
1037,78,6.779749517020545,2850.827965610578
1038,79,6.7753202702378434,2722.012808093874
1039,79,6.983076291478824,3003.3879342149744
1040,78,7.034698697217195,2890.0161960069345
1041,78,7.314708446141552,3188.250993416573
1042,78,7.6151919485642745,3285.0830880521057
1043,76,7.748050396565707,3328.7975054346884
1044,77,7.992382788974173,3394.8775654437845
1045,76,8.129818627762578,3439.059096890911
1046,76,8.813518663640744,3842.7519044883657
1047,77,9.340569008516733,3846.1842594155514
1048,77,9.882026891257253,4063.5417106126984
1049,77,10.383676740559524,4480.34221053644
1050,78,10.590614431607383,3780.7993934169435
1051,76,10.862634324692536,4100.746651255692
1052,75,10.957394666227751,3776.520129318595
1053,76,10.608041198672163,3026.810156429232
1054,76,10.385052327014762,2836.2194038634225
1055,76,10.19827755213353,2808.3607205787143
1056,77,9.83080834592534,3073.111058106294
1057,77,9.70108448193985,2585.4259732349815
1058,77,9.645705133110672,3297.863632854975
1059,78,9.836401145437915,3720.0647575255434
1060,77,10.120940586658694,3646.7215325428147
1061,77,10.588994774396456,4002.3361912026967
1062,78,10.628842136591258,3541.32948709239
1063,77,10.697425702751095,3636.460074324972
1064,76,10.921164165753025,3587.7710139385813
1065,76,10.854794960923089,3423.2856463748867
1066,76,10.518590439494682,2182.241550234615
1067,75,10.190656840510009,2531.828590347011
1068,76,9.828526409362187,2510.591918681621
1069,76,9.696303921310925,2454.1689909425413
1070,75,9.338529498919936,2501.3260209070245
1071,76,9.084002433631632,2153.417349651217
1072,76,8.982843900754244,2787.0380886307644
1073,75,9.031757248700728,3201.3167482447893
1074,76,8.597189840542274,2483.432062210594
1075,76,8.568051366381525,2747.9107982185797
1076,76,8.749293280079618,3253.5382604422834
1077,76,9.15365294125282,3620.8913474417795
1078,75,9.675947188890193,3900.1088714037446
1079,75,9.84914532338216,3459.256307089469
1080,76,9.566444182428814,3434.972584348005
1081,76,9.5753890281821,3406.094492822158
1082,76,9.655850047939667,3266.1677376876623
1083,77,9.567157895371638,3149.8445754725617
1084,77,9.435215524450069,2316.767176974207
1085,77,9.288340523766589,2599.542686917446
1086,78,9.066269200838242,2697.1414162294996
1087,78,8.723287569684668,2372.485381370473
1088,77,8.430899020692811,2464.0486509992556
1089,78,8.339072359220156,2832.2837015436517
1090,78,8.495952124450456,3004.579122593702
1091,75,8.738657463790702,2984.276418208647
1092,76,8.724324119780606,3288.431646102073
1093,76,9.209729485085605,3613.177700627989
1094,76,9.610768616008775,3761.7483041024375
1095,76,9.448828465911435,2797.1531353560868
1096,75,9.511543163497986,2916.8877390121625
1097,75,9.312300146576012,2754.5693911151516
1098,76,9.046216522775195,2531.3084895735724
1099,76,8.867603635921292,2468.150527963659
1100,76,8.756771377784379,2429.654324209851
1101,77,8.698733251975721,2659.778792248142
1102,77,8.764954088144949,2968.284689420139
1103,76,8.747195298136182,2907.43916296957
1104,77,8.750451090449639,2705.409896724379
1105,77,8.925726800252647,2892.702624517192
1106,77,8.91354402651033,2421.255195752052
1107,78,8.968227479656637,2914.4286557890687
1108,77,9.322218933465585,2791.9100224682857
1109,77,9.468554803294953,2744.691219008666
1110,77,9.45152884142271,2651.048376891128
1111,76,9.444418302328325,2931.200237624555
1112,76,9.229301677319768,2738.165386158851
1113,77,9.216956267839965,2660.18188693679
1114,76,9.082531962419116,2705.950085161376
1115,75,9.118111224267828,3033.841130077626
1116,75,8.820802934735555,2876.260897852624
1117,74,8.632737180490611,2826.1004362175654
1118,74,8.76421192823803,3082.898605643615
1119,75,8.703890608412568,2533.1429742028795
1120,75,8.76974429125309,2774.761672855623
1121,75,8.792074894919637,2765.794733140221
1122,75,8.434860722362494,2513.557341348303
1123,74,7.685506377171911,2256.591549316257
1124,74,7.741433073938361,2748.1281109788747
1125,73,7.662150202489432,2907.0874023144547
1126,72,7.830401572151175,3100.1213387280136
1127,72,7.960244379924401,2722.0174190175467
1128,73,7.944049862805352,3201.9890425544304
1129,73,7.942618837445176,2915.5202219331118
1130,73,7.848474218488883,2634.660837866831
1131,73,7.598626573604263,2527.662935748744
1132,73,7.553291943160306,2208.5125554011056
1133,72,7.770383609546632,2697.724087997316
1134,73,7.8895100010768555,2791.677294690575
1135,72,8.19779238334962,3089.6539995800695
1136,72,8.531946390696325,3321.807083401158
1137,73,8.690733344821018,3388.360218802717
1138,71,8.821097637173649,3078.1701852526894
1139,71,9.07595112248481,3388.3030535149514
1140,72,9.454144989481392,3866.3160368510353
1141,71,9.891916748543284,3999.083833533853
1142,71,10.134428933926714,3580.406253094191
1143,72,10.106473340150067,3909.526978428664
1144,72,10.172398115372829,3906.441982477943
1145,72,10.386819446898706,4325.6635332974065
1146,73,10.44326094123392,4123.3336994276615
1147,73,10.620467188558825,3765.7829885795354
1148,73,10.788656042600293,3490.9977076767477
1149,74,10.468799892063126,2897.726890780764
1150,74,10.414113479801788,2769.243249915777
1151,74,10.449678375879833,3243.74187654064
1152,75,10.141644455392857,2796.6145995246943
1153,75,10.421567164813897,2995.2913554562692
1154,75,10.361545048695437,3199.9104835230164
1155,75,10.05387830747622,2448.925251169448
1156,75,9.96659620822112,2741.230874711495
1157,75,10.029308128437926,2695.910468915206
1158,76,10.047932919139118,3244.391901444387
1159,76,9.974537798384377,2184.3208360067956
1160,75,10.010903585495708,2862.0853349892814
1161,76,9.72500898734898,2543.1148238833543
1162,74,10.047413440174038,3302.307507376978
1163,74,10.086720291654782,2806.573529360865
1164,75,9.955382770939027,3233.0416050102103
1165,75,9.85842523134864,2896.57436187238
1166,75,9.710366011190287,3126.064271742549
1167,76,9.510239190534442,2638.526758567503
1168,76,9.619932234746903,3038.1338663352963
1169,76,9.688585291945168,2910.2943879816703
1170,77,9.373110101737582,3004.7703699272524
1171,76,9.226271395668993,3037.536466509036
1172,76,9.305660230201292,3295.3799006729023
1173,76,9.31556543135354,3019.718567007813
1174,75,9.616040593334121,3277.4993072473794
1175,75,9.635379140522216,2875.577160040901
1176,76,9.768436342629755,3575.989289543586
1177,73,9.98014118896675,3457.161869505661
1178,73,10.134055778607992,3490.5427764334486
1179,73,9.970459135404772,3353.2310631484825
1180,73,10.011610718621041,3694.363549935606
1181,73,9.96002269427808,3477.221558280531
1182,74,9.34676214710255,2507.8018524541076
1183,74,8.959740488104142,2541.0272626973474
1184,74,8.574075545542946,2728.0786712645477
1185,75,7.81835893039592,2109.7736916673853
1186,75,7.49940809568366,2380.239552167995
1187,74,7.1920858856850245,2329.928061934946
1188,74,7.13115349622887,2673.64878403381
1189,73,7.022594564048489,2497.686737870486
1190,73,7.047950500981742,2795.370066053991
1191,74,7.018943840563805,2601.502308165395
1192,73,7.011101259500822,2879.268015179884
1193,73,7.237148607568577,2607.0305439781855
1194,73,7.085160880831565,2613.5782756789217
1195,73,7.421007162909111,3160.380650659926
1196,73,7.7374626350441575,3148.4019382622414
1197,74,7.952923926079823,3391.5330556649583
1198,73,8.364998206523817,3993.582865785707
1199,72,8.786651966354254,4307.441761172817
1200,72,8.982193120911258,3893.8787532395445
1201,71,9.095891696893291,3241.9546721799925
1202,71,8.965860087499331,2749.268896723204
1203,72,8.774811275523668,2866.8145006303885
1204,71,8.344971361161727,2311.140414564602
1205,71,7.926601290592873,2142.694962949319
1206,72,7.241328277445139,2102.293131134472
1207,72,7.0090397138433875,2249.863612527969
1208,72,6.750087211900919,2048.493252415773
1209,73,6.6845780794519,2611.783098214503
1210,73,6.6785635323606884,2683.105975259614
1211,72,6.484101037779813,2141.1174324923845
1212,73,6.45838882883006,2584.4618865968964
1213,72,6.449151374023779,2484.2867569963023
1214,71,6.233839226846198,2054.72995701383
1215,72,6.08886580223959,2284.3953173550376
1216,72,6.374878072175242,2174.0876148473426
1217,72,6.204591556368813,2077.056791185362
1218,73,6.138121960397445,2701.8305668267817
1219,73,6.297205245960783,2839.806396782442
1220,73,6.384661563617574,2694.625960055445
1221,73,6.341334370206392,2702.156624245153
1222,73,6.450370011836416,2743.2406352588814
1223,73,6.479203004851947,2551.0939802682014
1224,74,6.442902050770827,2759.9414587934803
1225,74,6.5329589185941614,2589.787706760599
1226,74,6.697692773211163,2747.472536373021
1227,75,6.930238919184468,2945.455144146332
1228,74,7.114680065328674,2732.029078929693
1229,74,7.633892152115291,3386.228623519516
1230,74,7.854077857861722,3410.2152865185667
1231,74,8.058547236912224,3387.465005135884
1232,74,8.167543822340647,3321.9952698727257
1233,75,8.157829397934272,3097.072353874996
1234,75,8.390144089250136,3373.248116894377
1235,75,8.451517801108526,3386.847203697873
1236,76,8.776921611527332,4272.906758244131
1237,76,8.971568089478174,3221.3725265632274
1238,76,8.877404280153737,2732.6658216060364
1239,76,8.440281632097475,2661.6525607275744
1240,76,8.324804311579973,2754.6379048618237
1241,76,8.481625928677268,2771.6554290893473
1242,76,8.73839042624537,2886.6534101080547
1243,76,8.92247361638851,3193.4498443888674
1244,75,8.811548543396707,2614.861325134561
1245,76,8.537036042720487,2624.1156965181954
1246,75,8.317829900888933,2505.5023749419324
1247,74,8.238919746389211,2950.8599604153196
1248,74,8.254368227779649,3054.444804972961
1249,74,8.282538352640222,2906.9874353421505
1250,74,8.419722879826372,3411.917190467778
1251,75,8.318457008949924,3082.4795017361516
1252,75,8.206074509251364,2960.2191285177983
1253,75,8.253024157730712,3070.1875804310826
1254,76,8.160860588212353,3095.575228713892
1255,76,8.27935820494402,3139.5419810055023
1256,76,8.253652153074077,2938.1588920146787
1257,77,8.08594917427851,3038.8737912047754
1258,77,8.116584476142707,3094.4496756095314
1259,77,8.139135328230093,2890.612052324394
1260,78,8.242453202492959,3106.682471273917
1261,77,8.296672568979126,2923.2428280695813
1262,76,8.445986592119217,3141.387719662713
1263,76,8.524499919712527,2919.4314515525475
1264,76,8.764403218723515,3130.5066945782382
1265,75,8.750549465506506,2854.8970581243134
1266,76,8.673818887743435,2955.3167411518716
1267,74,8.66623739190178,2935.0587799118957
1268,74,8.45406001383083,2321.874513862642
1269,75,8.061744255809648,2377.6678602065326
1270,75,7.963555226281398,2553.0060248343766
1271,74,7.947046328694816,3008.6629268681827
1272,75,7.702713924913007,2642.6479729947764
1273,75,7.6983379747584175,2886.2056469294644
1274,74,7.638367773580565,2779.9497173099976
1275,74,7.80609870711834,3092.079940820651
1276,73,7.860714631276904,3108.574239689176
1277,72,7.637577953170331,2518.043545530228
1278,71,7.369763165469079,2764.9633169993776
1279,72,6.8329036665352145,2457.5147898260275
1280,72,6.492345363126494,2426.670607048258
1281,73,6.048248846717196,1745.19161995996
1282,73,6.070246655859715,2555.6563623079933
1283,73,6.425206149345012,2858.5518223351355
1284,74,6.474703574330539,2711.859662691436
1285,73,6.894494481261325,3095.2911529726216
1286,72,7.453979974012245,3322.0807747689437
1287,72,7.418566871066848,2966.3714492770687
1288,72,7.384414385842259,2712.9803915209823
1289,72,7.659303326032202,3474.46935059918
1290,73,7.664831884693497,3129.471119559036
1291,73,7.602246613686612,2604.92312422499
1292,73,7.530077263367027,2649.4941930415375
1293,74,7.100296313256896,2020.1814808722934
1294,73,7.005363927539381,2564.9779350873696
1295,72,6.799087746984911,2334.1401610184353
1296,73,6.56271720221061,2432.4442225117386
1297,73,6.406035359864261,2560.173580135109
1298,73,6.321270013197684,2483.762416047321
1299,74,6.30209423317349,2420.614191152431
1300,74,6.38728813329893,2552.672171818901
1301,74,6.31050239436993,2537.5086176450577
1302,75,6.34651855577261,2794.3440610414377
1303,75,6.605708326338537,3041.6337748732253
1304,74,6.62248408658948,2329.479963671142
1305,75,6.710620525394821,2825.2320642850023
1306,74,6.699513706573524,2831.020846154191
1307,73,6.47039355836279,2533.6636232742067
1308,74,6.2753849253595595,2907.3157861333398
1309,73,6.303893094114341,2605.6557195381843
1310,73,6.486100771156511,2550.500195216251
1311,73,6.25995456777615,2835.2950028150676
1312,72,6.137206061196095,2485.109697858903
1313,71,6.180367217072342,2658.2439847511596
1314,72,6.3998231270199435,2674.689464026529
1315,72,6.716294123562473,3243.1913505874104
1316,72,7.0421855866122325,2950.7529880535594
1317,73,7.488817586634034,3547.471083614177
1318,73,8.001399263083417,3729.2580584857233
1319,72,8.621747034632742,4182.210016836132
1320,73,9.065678811066215,4198.1648777770315
1321,73,9.368945940367846,4351.495501742005
1322,73,9.621238646416971,4187.7029782338395
1323,73,9.987581181806648,4278.026276166983
1324,72,10.266863903631256,4013.789315127243
1325,71,10.411646869904995,4109.657278818465
1326,72,10.401810701814153,3630.3615092255477
1327,72,10.578475321306826,3919.0866125637385
1328,71,10.634741194676183,4130.066155811702
1329,72,10.504528655911095,3826.6451110140574
1330,71,10.4781387904449,3368.807023943758
1331,71,10.179790756389107,2894.4393796627296
1332,72,9.389526631315526,2386.681413375775
1333,72,8.809497363550063,2301.8382449162727
1334,72,8.969306234249219,2802.678535600932
1335,73,8.929482236917385,3183.7301695533893
1336,73,9.053664085669716,3444.0006033501027
1337,73,9.20291913814452,3540.588243317016
1338,74,9.42204810841302,3762.3936714700226
