step,vehicle_count,avg_speed,co2_emission,congestion
216,129,4.741511243803007,2185.2735731028365,0
217,129,4.824824621571543,2635.8466584719704,0
218,130,4.860204959275362,2409.0661037300115,0
219,131,4.986401102702526,2407.978078189128,0
220,130,5.086633690378424,2534.9135000900924,0
221,131,4.988014298886791,2328.3627120112683,0
222,132,4.916195696800717,2247.4943349037057,0
223,131,4.952247121028105,2610.176119709039,0
224,132,5.088499641085145,2667.9135860059505,0
225,132,5.115320242815722,2560.269164194386,0
226,130,5.002903848849306,2407.8898601696037,0
227,131,5.0026448192474815,2447.7632547397284,0
228,132,5.019956417147334,2102.4287502071247,0
229,132,5.071867143482521,2310.654818992806,0
230,132,5.088263805631235,2377.403419536916,0
231,133,5.121490498574153,2385.491373084952,0
232,133,5.080778821031396,2229.828036138649,0
233,134,4.9992258613105856,2262.4968335537305,0
234,134,4.888967855666919,2432.11344996133,0
235,134,4.96830528700259,2333.2546112517352,0
236,135,4.877691493101912,2039.3325681968295,0
237,136,4.909898021483473,2453.433302711648,0
238,136,4.794118513155845,2190.818300081928,0
239,137,4.628451147264914,2201.9483836681106,0
240,138,4.5274700441866695,2217.7008356990063,0
241,138,4.585036640500112,2335.3917887059415,0
242,138,4.722026978274425,2427.3452852565433,0
243,138,4.713250945658669,2257.878679212013,0
244,138,4.757854073919305,2333.5506208772413,0
245,138,4.707245690922159,2181.5382352185115,0
246,139,4.563654447094868,1945.100616915251,0
247,138,4.355077595528729,2081.1784575430356,0
248,139,4.241984467038787,1944.7818082255822,0
249,140,4.141644120779418,2112.636872545601,0
250,140,4.191529897439082,2185.035723251142,0
251,141,4.298182899896655,2428.935347710485,0
252,142,4.33548093433471,2412.305066436395,0
253,142,4.2244983241682945,2129.9758676731326,0
254,143,4.085586029962826,2068.419980147246,0
255,144,3.9783245904092244,2131.5318043395346,0
256,144,4.036093452398971,2155.2812783291392,0
257,145,4.075706608129314,2404.787869070751,0
258,146,4.154429426149293,2414.6578603782577,0
259,144,4.130667315580047,2367.6386221106795,0
260,145,4.213753909967003,2447.8721162458614,0
261,146,4.193555780950278,2195.481061476417,0
262,146,4.128186070320766,2088.737299044757,0
263,146,3.935137207614634,1978.9583706530864,0
264,147,4.003015177220653,2427.948866262259,0
265,147,4.081808808842119,2176.206202194146,0
266,148,4.067714776669784,2237.037279965659,0
267,149,4.0565467169223846,2339.0309982007234,0
268,149,4.1093083214853765,2326.8977484832276,0
269,150,4.079757164491454,2211.8686610898103,0
270,151,4.183016077231676,2428.9879628915296,0
271,151,4.307208845214195,2510.4875864063574,0
272,152,4.379515007765211,2278.649656984185,0
273,152,4.279596028274066,2273.0222537229733,0
274,152,4.229531001831899,2240.4267851636746,0
275,153,4.089737486293129,2150.1333199424425,0
276,154,4.041709568929993,2180.4838663086825,0
277,154,4.00987320645538,2043.5306674750354,0
278,155,3.9538722019333465,2220.9511486111237,1
279,156,4.071205144143413,2576.1967528591535,0
280,156,4.047889050067316,2168.679491866034,0
281,157,3.9475604635098183,2130.602384128148,0
282,158,3.90398365524291,2118.3483980975784,0
283,158,3.9580990343609064,2364.7134982084926,0
284,159,3.956263517035761,2226.304942544906,1
285,160,3.9207648538578317,2208.264402346905,0
286,160,3.8704906812645015,2359.945882785357,0
287,161,4.0171710167348635,2467.395530720321,0
288,162,4.1326281144648505,2360.9043658664004,0
289,162,4.342142026768752,2562.345507090327,0
290,163,4.435522901627465,2487.1043421421537,0
291,164,4.469405281088606,2337.2443170333045,0
292,163,4.4003437437789845,2160.261787785699,0
293,164,4.339654927392447,2336.9651298405024,0
294,163,4.25242652205663,2002.9557744363588,0
295,163,4.242235990958742,2110.0673166026886,0
296,163,4.163880344830967,2228.1066886788176,0
297,164,4.200360767872025,2213.2394197868807,0
298,164,4.17085383693373,2046.1987057431095,0
299,165,4.192152420758259,2168.2589804882296,0
300,166,4.198628110265529,2158.032848972108,0
301,166,4.178072156744198,2029.98557476082,0
302,167,4.050416558035108,2006.1814940502134,0
303,168,3.9898873444321756,2195.6818468776646,0
304,168,3.9210066272039987,2048.5166146382026,0
305,169,3.883274479444762,2084.561062362966,0
306,170,3.836796908496673,1884.7650042127161,0
307,170,3.953112246043069,2267.1676705170657,0
308,169,3.8485379055580093,2071.131205396511,0
309,170,3.812459064497591,2136.091211940304,0
310,170,3.7910524562928645,2051.0101298840987,0
311,171,3.825978685162906,2138.264529246192,0
312,172,3.8725300623777046,2187.100952771478,0
313,172,3.8848876160218206,2165.9186338074073,0
314,173,3.845593196129056,1903.274341057936,0
315,174,3.7271018273217558,2103.324599254088,0
316,174,3.782432951256125,2070.8482446785374,0
317,175,3.719963293412226,1884.192337434519,0
318,176,3.584416102247029,1903.9107708228926,0
319,176,3.600320110779272,2069.804564284169,1
320,177,3.619277641383601,2046.955231962323,1
321,178,3.5563973709262444,2019.7250500588448,1
322,178,3.5917388994664186,2138.550694341707,0
323,179,3.6009790032474447,2083.967169833443,1
324,180,3.5158063876015926,2143.589784655185,1
325,180,3.470299420682631,1886.1324609996173,0
326,181,3.3549651468682415,1960.1117622614895,1
327,182,3.306671328596797,1977.0064885557206,1
328,181,3.4199196140136183,2028.0176978860422,1
329,182,3.3335059745673705,1933.2488079025816,0
330,183,3.3689501354331943,2122.269603396812,1
331,183,3.3988658757793866,2129.6954981714407,1
332,184,3.522195398012425,2070.1903226347526,1
333,185,3.5221033137059643,2000.043139843052,1
334,185,3.494196698835623,1941.019737107049,0
335,185,3.5603562711261407,2155.7307886160856,1
336,185,3.545044357935377,2025.4566356127877,1
337,186,3.602348302072604,2211.658352608289,1
338,187,3.601523121602974,2284.9474815474923,1
339,187,3.432444884034885,2052.744036084586,1
340,187,3.501514861161791,2174.0186582187066,0
341,188,3.524422259898858,2278.2182319189865,1
342,188,3.477149338584981,2065.2736867521953,1
343,188,3.491781465051623,2120.016329863722,1
344,189,3.593130116338574,2301.452218051116,1
345,189,3.5286726658690206,2244.2562651777353,1
346,189,3.4782319171776934,2042.7142151511428,1
347,190,3.479553988246509,2162.7895831021397,1
348,191,3.443172691965537,1954.4527118147817,1
349,191,3.4342259814827227,2134.6161031559295,1
350,192,3.3398535519286816,1896.3702648232902,0
351,193,3.322437958929579,2038.7457623752196,1
352,193,3.4114640498045756,2107.9515559755127,1
353,194,3.4139815614796403,1929.2760413719159,0
354,195,3.428775675971694,2074.621301964097,1
355,195,3.4643045736323703,2161.8482040409062,1
356,196,3.441827774415864,2097.4453688168364,1
357,197,3.3778405390236346,2205.7361665187354,1
358,197,3.4401003530714873,2077.8751837309387,1
359,198,3.34869346119526,1935.6394603477313,0
360,199,3.503589460020286,2058.0455280680653,1
361,198,3.425110477147283,1803.1575625743349,0
362,199,3.359901313639964,1909.2534500732684,0
363,200,3.303464226569537,1990.0944705096597,1
364,200,3.292888962798881,2052.392508036581,1
365,201,3.4362956266427593,2153.2142334924115,1
366,202,3.4773639261838056,2072.5764614013865,1
367,202,3.4543286667849955,2064.6768019982233,1
368,203,3.3822295002800904,1859.8498495568065,0
369,204,3.2406919937976024,1856.2852508762426,0
370,204,3.151567580859272,1926.7202679009426,0
371,204,2.9964781641011355,1929.9025349093272,0
372,205,3.0942197861079213,2124.4334486339317,1
373,205,3.2218335921041343,2224.890483905751,1
374,206,3.26627559975449,2079.465001367946,1
375,206,3.4187483805813033,2258.141299181069,1
376,206,3.434841919006943,2141.0466991530297,1
377,207,3.279154213869111,1886.5756049706636,0
378,208,3.143307522317161,1998.8669017788864,1
379,208,3.1152840594056346,1984.0468710581042,1
380,209,2.995193844983152,1735.2931252286712,0
381,210,2.870923987064761,1763.0225384828336,0
382,210,2.8665042750247274,2030.2915962194575,1
383,211,2.8367727181946285,1911.6914202792689,0
384,212,2.7332162839349197,1830.8827087546651,0
385,212,2.6372330709482052,1686.1600627134626,0
386,213,2.5691091360431337,1799.4125491612233,0
387,214,2.494814445817714,1746.4021153063295,0
388,214,2.4855317561138155,1814.7899638489653,0
389,215,2.5327896734279673,1997.9119944458066,0
390,216,2.6424308398221683,1998.3613342508015,1
391,216,2.8065914938476615,2071.4094699644766,1
392,216,2.8666305701227675,1982.0328266029387,1
393,218,2.887350878175322,2021.2412837853835,1
394,218,2.949733717497008,1852.2621503252165,0
395,219,2.9360624889829836,2054.7630177959236,1
396,220,2.898752415919648,1936.8408158300738,1
397,220,2.880650121091618,1950.7331840854943,1
398,221,2.907585830988357,1961.8446292407064,1
399,222,3.0018149564686674,2125.7731544667977,1
400,222,3.1164242168233436,1887.7771521454722,0
401,222,3.02834584841127,2042.495845830931,1
402,223,3.035821424016499,2017.8085549403365,1
403,223,2.9808518940861357,1885.0870060152427,0
404,224,3.0173392544548983,1904.0470715395936,0
405,225,3.004489501043267,1913.3360000284722,0
406,224,2.907890992160072,1778.764107703182,0
407,225,2.9229001144516755,1969.4560416547638,1
408,225,2.8243681537608243,1879.1076655361007,0
409,225,2.867759049039946,1925.8654701572584,0
410,226,2.8813368974602076,2023.1455255975222,1
411,227,2.950915472621655,1901.332238585823,0
412,227,2.9552885321008073,1982.2862127942878,1
413,228,2.9953447905469823,1997.9592067462236,1
414,229,3.02605062712106,2049.2064655387626,1
415,229,3.0537159777692113,2175.6215409313327,0
416,230,3.026318513733565,2025.849711062614,1
417,231,2.9476177640510417,1852.765257837769,0
418,231,2.875838363156705,1990.0042552156137,1
419,231,2.7458760116527294,1921.274852424845,0
420,232,2.576151318078598,1810.2037550361308,0
421,232,2.516398737876572,1911.6401545440344,0
422,233,2.4090051387762133,1833.9940282556356,0
423,234,2.2877448117807484,1829.2242972866445,0
424,234,2.3113295520705024,1983.9239515527495,1
425,235,2.368625358059163,1934.1836307552655,0
426,236,2.4868982884684043,2039.4814070222837,1
427,236,2.6558951615677167,2044.214625891298,1
428,237,2.7337059195817393,2096.963074391099,1
429,238,2.753698689952496,2054.4156097467794,1
430,237,2.7619548945369066,1995.0678080525017,1
431,237,2.6143597084236894,1812.3091474768623,0
432,238,2.625086895678991,1869.0394726161373,0
433,238,2.7656138928813765,1961.4544583703623,1
434,239,2.7810863500025307,1955.016948603964,1
435,239,2.9285519901816994,2107.4089976396012,0
436,239,2.9522483020927135,2069.0066562519946,1
437,240,3.016455854903924,2074.6350485839685,1
438,241,3.0620557789739427,1935.9141162180802,0
439,241,3.0656112085694596,1932.7288751576205,0
440,241,2.957425580330694,1864.1134138353766,0
441,242,2.8503540325745687,1768.96353379387,0
442,242,2.7841536768670694,1729.6682697548258,0
443,243,2.615859881686337,1670.171149451164,0
444,244,2.561351807826923,1824.9513797400466,0
445,243,2.4694092922163806,1769.4532243187932,0
446,244,2.4463010147799285,1842.3144315087927,0
447,245,2.488005364629629,1978.002935134409,1
448,245,2.524610047262006,2011.0000664463425,1
449,246,2.4668224505840777,1849.6522845130048,0
450,247,2.3585268189753927,1735.4118619639382,0
451,247,2.294118277158076,1804.2234039769728,0
452,247,2.2224234376240792,1787.0051490523635,0
453,248,2.279759359409511,1970.3772132478941,1
454,248,2.2792470532007547,1864.2516495021896,0
455,249,2.286630602974066,1791.4633961046766,0
456,250,2.266029738913041,1786.5998866001028,0
457,249,2.2564555398672637,1835.8650479300745,0
458,249,2.208246366333641,1913.0863554117507,0
459,250,2.254503986052243,1927.7546174642807,0
460,250,2.317176176546204,2035.6806614143845,1
461,251,2.340269769067518,2087.4861229659705,1
462,252,2.4270909902734856,1995.6121612943055,1
463,252,2.551495997795298,2141.0975863275753,1
464,253,2.50860814079012,1799.8034178395467,0
465,254,2.4135433117688225,1777.2005125555636,0
466,254,2.34678930207836,1777.4145210923086,0
467,255,2.2765376998869162,1796.2719781967141,0
468,255,2.2449965327691928,1868.2592768555187,0
469,255,2.263809408338267,1817.5993427116564,0
470,256,2.272859143829745,1879.2101956308031,0
471,257,2.2804987949831728,1904.160352757067,0
472,257,2.29178740469803,1886.2132026996678,0
473,258,2.272459117014338,1832.803889244746,0
474,258,2.246175714330531,1908.6535357764687,0
475,258,2.331581902027015,1939.4500217970697,0
476,259,2.3093525796375665,1961.0291713804374,1
477,260,2.3018333012391725,1858.9640516377438,0
478,260,2.337345559730167,1882.6377440114256,0
479,261,2.390072568665071,1948.1539315179702,0
480,262,2.421121743698246,1936.6692433693977,0
481,262,2.359490918273202,1850.9914614232775,0
482,263,2.3216602172234726,1803.7345513246275,0
483,263,2.2563765229101307,1742.2242459221814,0
484,263,2.2676722516457657,1848.5508760877199,0
485,264,2.344900350504843,1987.6428960539074,1
486,264,2.39981232524539,2000.7757626205675,0
487,264,2.469775908447484,2049.7678958761567,1
488,265,2.4678081417664943,1864.9115838162652,0
489,266,2.5045612076761574,1951.9574472849467,0
490,266,2.5552385392771897,1943.2286837545553,0
491,267,2.604439243030375,1985.390793282383,1
492,269,2.628076417783147,1874.1463174987102,0
493,269,2.6442096798140913,1856.7064837959465,0
494,270,2.6107098171745835,1937.1644870228056,0
495,270,2.567107637682364,1877.8572807616615,0
496,270,2.571919689369219,1885.0159235072167,0
497,271,2.5169937878883153,1834.592118742543,0
498,272,2.4748504298654153,1988.129791020616,0
499,271,2.3543396192162644,1874.1216923859602,0
500,272,2.212321578464327,1733.9410567533284,0
501,273,2.172033597859983,1861.7230416581133,0
502,273,2.1332931021937775,1755.424793710197,0
503,274,2.1836584797784204,1980.3599807495373,1
504,275,2.2579868600460413,1913.5334752520978,0
505,275,2.3835033747028964,2143.5437820398056,0
506,276,2.4853227310327886,2118.7570467750934,0
507,277,2.5825465732039334,2265.4542540377824,1
508,277,2.572490853802831,1982.4270527011972,0
509,278,2.5535509597079296,1974.1865322738633,0
510,279,2.5116021131214414,1877.2639202232735,0
511,279,2.457407163923491,1859.2139121033092,0
512,280,2.3925462332027116,1846.7939662506797,0
513,281,2.376126781742338,1848.413804204293,0
514,281,2.344990646984712,1869.1729354658562,0
515,281,2.2981199982499887,1915.3688206231177,0
516,282,2.329433584207454,1968.4254546063219,1
517,282,2.285457170874026,1872.1001621422733,0
518,282,2.3070490984916696,2002.3394056551078,0
519,282,2.369259795490088,2074.2931904170086,1
520,282,2.4081074175871424,1893.3626981517127,0
521,283,2.365676129830251,1932.0376561104622,0
522,283,2.2585301079793894,1742.267797491009,0
523,283,2.280260706776597,1806.6270888062697,0
524,284,2.3163018274017415,1832.2108733466437,0
525,285,2.35342052609784,1866.9282554550439,0
526,285,2.3190946549081284,1797.4089705838026,0
527,286,2.2533566457842227,1794.1023478879622,0
528,287,2.2066188561184616,1731.729563952264,0
529,287,2.1759336440781083,1801.3566025571022,0
530,288,2.2128188838297227,1933.1236236845257,0
531,288,2.1965617519882707,1977.3953112432687,1
532,287,2.1924741467292894,1963.1999942352534,1
533,287,2.223325068975419,2065.6174318901885,1
534,288,2.2320362015093047,1895.247501016989,0
535,288,2.247963117552104,1953.832299613515,0
536,289,2.2963675734007323,2033.6794031447807,1
537,290,2.378895394591238,2043.2569073121606,1
538,290,2.4617433833761098,2044.4899888532552,1
539,291,2.5294056339057853,1922.7598022636366,0
540,292,2.531101586588624,1901.5155914482527,0
541,292,2.517812684203624,1923.8996685961515,0
542,292,2.6083705537938346,1907.6804035101127,0
543,293,2.565434224574099,1815.7898775000997,0
544,294,2.5488884333610704,1920.6486616775617,0
545,295,2.4600451060756487,1778.2828874311024,0
546,296,2.417228693487132,1773.9433371542184,0
547,296,2.4388732271514892,1877.8893884591039,0
548,297,2.4876177053114983,1786.0641000713006,0
549,298,2.447818166979181,1799.051725842706,0
550,298,2.4657047691534353,1901.4852549426937,0
551,299,2.435226013516577,1823.3780006353602,0
552,300,2.3996864744085,1748.2097893570708,0
553,300,2.3763879990554724,1829.4892552859592,0
554,301,2.3522798270126892,1826.4982045919185,0
555,301,2.322745207468731,1871.7662903424523,0
556,301,2.3531497735540308,1918.1944786175823,0
557,301,2.3749597274000984,1966.2019891913003,1
558,299,2.2076168515415473,1797.3731395557074,0
559,299,2.1575296986021653,1800.3203508457686,0
560,299,1.9623289121020449,1621.3339572289217,0
561,300,1.884706223782947,1751.1440186322825,0
562,300,1.8563438035823299,1704.6881127081135,0
563,301,1.9585768628427311,1971.6497724647704,1
564,302,1.982134892195377,1789.1374392234427,0
565,302,2.0609298643581413,1998.9895183463043,1
566,303,2.104322179079206,1878.436202440896,0
567,304,2.0722978854480787,1817.7650620432075,0
568,304,2.059805791350409,1854.7344423095335,0
569,305,2.0010103852778824,1858.1495441150416,0
570,306,2.005946685627708,1932.851899492712,1
571,306,2.0327539539490966,1887.1872438864275,0
572,307,2.059575012921799,1930.0293109109462,1
573,306,2.0627499244918153,1886.8269500452805,0
574,305,2.1547857234724064,1974.8608964695695,1
575,305,2.165168286555996,1901.4834359996562,0
576,306,2.164895767213615,1869.2448587892163,0
577,306,2.2315211051179835,1855.0369156561833,0
578,306,2.1105048880601327,1729.8491889059283,0
579,307,2.0101678824012996,1703.083913548074,0
580,306,1.9002748669999898,1731.014224315532,0
581,307,1.925922002593883,1818.4212665178786,0
582,308,1.9855644785879445,1793.0408856255087,0
583,308,2.0710171777100537,1853.5392010184717,0
584,309,2.0946655520074358,1846.5415565296532,0
585,310,2.076194595516864,1814.3451938671612,0
586,309,2.063820099084487,1833.9744769943102,0
587,308,1.9930650306532647,1803.9616334096531,0
588,309,1.994192916340909,1798.2896464071362,0
589,309,2.03768287116135,1939.0690688647867,1
590,310,1.9905790908067598,1795.556817257155,0
591,311,1.9663518738286694,1834.0211499735726,0
592,311,1.9850066453769009,1900.5149489257603,0
593,312,1.944548552179541,1925.8782313672732,1
594,313,1.8614145581396544,1753.0065844308692,0
595,313,1.7913994680991836,1763.9922563780417,0
596,314,1.8119525353405252,1838.3086192034627,0
597,315,1.8682154514970668,1846.3496200782756,0
598,315,1.9498228352949314,1986.0769164577443,0
599,316,2.0260105892169675,1967.6534797405136,0
600,316,2.0580754509082313,1938.4436661888362,1
601,316,2.052210886375671,1855.8793937055175,0
602,316,1.997635436541448,1744.7185937834925,0
603,317,1.9674245563649788,1770.1159157936736,0
604,317,2.0159021575197063,1875.0420676307942,0
605,318,2.1069855097446872,1927.8512059668428,0
